Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,CumulativeTime,GapToLeader
0 days 01:11:19.336000,LAW,30,0 days 00:01:27.960000,6.0,1.0,,,0 days 00:00:31.183000,0 days 00:00:18.191000,0 days 00:00:38.586000,0 days 01:10:22.680000,0 days 01:10:40.871000,0 days 01:11:19.457000,239.0,306.0,291.0,280.0,False,MEDIUM,6.0,True,Racing Bulls,0 days 01:09:51.376000,2026-03-08 04:10:57.999,1,17.0,False,,False,True,87.96,437.169,91.63399999999996
0 days 01:12:45.980000,LAW,30,0 days 00:01:26.644000,7.0,1.0,,,0 days 00:00:30.977000,0 days 00:00:18.039000,0 days 00:00:37.628000,0 days 01:11:50.434000,0 days 01:12:08.473000,0 days 01:12:46.101000,247.0,306.0,290.0,264.0,True,MEDIUM,7.0,True,Racing Bulls,0 days 01:11:19.336000,2026-03-08 04:12:25.959,1,16.0,False,,False,True,86.644,523.813,93.19899999999996
0 days 01:14:11.868000,LAW,30,0 days 00:01:25.888000,8.0,1.0,,,0 days 00:00:30.435000,0 days 00:00:18.082000,0 days 00:00:37.371000,0 days 01:13:16.536000,0 days 01:13:34.618000,0 days 01:14:11.989000,247.0,300.0,292.0,277.0,True,MEDIUM,8.0,True,Racing Bulls,0 days 01:12:45.980000,2026-03-08 04:13:52.603,1,16.0,False,,False,True,85.888,609.701,94.12300000000005
0 days 01:15:37.893000,LAW,30,0 days 00:01:26.025000,9.0,1.0,,,0 days 00:00:30.229000,0 days 00:00:18.073000,0 days 00:00:37.723000,0 days 01:14:42.218000,0 days 01:15:00.291000,0 days 01:15:38.014000,249.0,304.0,285.0,280.0,False,MEDIUM,9.0,True,Racing Bulls,0 days 01:14:11.868000,2026-03-08 04:15:18.491,1,15.0,False,,False,True,86.025,695.726,94.707
0 days 01:17:03.644000,LAW,30,0 days 00:01:25.751000,10.0,1.0,,,0 days 00:00:30.485000,0 days 00:00:18.132000,0 days 00:00:37.134000,0 days 01:16:08.499000,0 days 01:16:26.631000,0 days 01:17:03.765000,248.0,298.0,297.0,276.0,True,MEDIUM,10.0,True,Racing Bulls,0 days 01:15:37.893000,2026-03-08 04:16:44.516,1,15.0,False,,False,True,85.751,781.477,93.78899999999999
0 days 01:24:04.737000,LAW,30,0 days 00:01:25.233000,14.0,2.0,,,0 days 00:00:29.733000,0 days 00:00:18.130000,0 days 00:00:37.370000,0 days 01:23:09.358000,0 days 01:23:27.488000,0 days 01:24:04.858000,260.0,289.0,288.0,291.0,True,HARD,3.0,True,Racing Bulls,0 days 01:22:39.504000,2026-03-08 04:23:46.127,1,15.0,False,,False,True,85.233,866.71,171.22300000000007
0 days 01:25:31.528000,LAW,30,0 days 00:01:26.791000,15.0,2.0,,,0 days 00:00:30.225000,0 days 00:00:17.908000,0 days 00:00:38.658000,0 days 01:24:35.083000,0 days 01:24:52.991000,0 days 01:25:31.649000,249.0,297.0,308.0,275.0,False,HARD,4.0,True,Racing Bulls,0 days 01:24:04.737000,2026-03-08 04:25:11.360,1,15.0,False,,False,True,86.791,953.501,172.414
0 days 01:28:27.286000,LAW,30,0 days 00:01:25.839000,17.0,2.0,,,0 days 00:00:30.269000,0 days 00:00:18.180000,0 days 00:00:37.390000,0 days 01:27:31.837000,0 days 01:27:50.017000,0 days 01:28:27.407000,251.0,293.0,284.0,277.0,False,HARD,6.0,True,Racing Bulls,0 days 01:27:01.447000,2026-03-08 04:28:08.070,1,14.0,False,,False,True,85.839,1039.34,86.6339999999999
0 days 01:33:27.127000,LAW,30,0 days 00:01:25.068000,20.0,2.0,,,0 days 00:00:29.568000,0 days 00:00:18.433000,0 days 00:00:37.067000,0 days 01:32:31.748000,0 days 01:32:50.181000,0 days 01:33:27.248000,259.0,285.0,288.0,288.0,True,HARD,9.0,True,Racing Bulls,0 days 01:32:02.059000,2026-03-08 04:33:08.682,1,14.0,False,,False,True,85.068,1124.408,86.37099999999987
0 days 01:34:52.037000,LAW,30,0 days 00:01:24.910000,21.0,2.0,,,0 days 00:00:29.999000,0 days 00:00:17.994000,0 days 00:00:36.917000,0 days 01:33:57.247000,0 days 01:34:15.241000,0 days 01:34:52.158000,255.0,296.0,295.0,280.0,True,HARD,10.0,True,Racing Bulls,0 days 01:33:27.127000,2026-03-08 04:34:33.750,1,14.0,False,,False,True,84.91,1209.318,114.38300000000004
0 days 01:36:17.078000,LAW,30,0 days 00:01:25.041000,22.0,2.0,,,0 days 00:00:29.874000,0 days 00:00:18.032000,0 days 00:00:37.135000,0 days 01:35:22.032000,0 days 01:35:40.064000,0 days 01:36:17.199000,248.0,295.0,287.0,292.0,False,HARD,11.0,True,Racing Bulls,0 days 01:34:52.037000,2026-03-08 04:35:58.660,1,14.0,False,,False,True,85.041,1294.359,116.5619999999999
0 days 01:37:42.152000,LAW,30,0 days 00:01:25.074000,23.0,2.0,,,0 days 00:00:30.148000,0 days 00:00:17.998000,0 days 00:00:36.928000,0 days 01:36:47.347000,0 days 01:37:05.345000,0 days 01:37:42.273000,250.0,295.0,296.0,275.0,False,HARD,12.0,True,Racing Bulls,0 days 01:36:17.078000,2026-03-08 04:37:23.701,1,14.0,False,,False,True,85.074,1379.433,119.05400000000009
0 days 01:39:08.678000,LAW,30,0 days 00:01:26.526000,24.0,2.0,,,0 days 00:00:30.096000,0 days 00:00:18.083000,0 days 00:00:38.347000,0 days 01:38:12.369000,0 days 01:38:30.452000,0 days 01:39:08.799000,250.0,294.0,292.0,294.0,False,HARD,13.0,True,Racing Bulls,0 days 01:37:42.152000,2026-03-08 04:38:48.775,1,14.0,False,,False,True,86.526,1465.959,122.35799999999995
0 days 01:40:33.933000,LAW,30,0 days 00:01:25.255000,25.0,2.0,,,0 days 00:00:30.197000,0 days 00:00:18.086000,0 days 00:00:36.972000,0 days 01:39:38.996000,0 days 01:39:57.082000,0 days 01:40:34.054000,251.0,294.0,292.0,286.0,False,HARD,14.0,True,Racing Bulls,0 days 01:39:08.678000,2026-03-08 04:40:15.301,1,14.0,False,,False,True,85.255,1551.214,123.06799999999998
0 days 01:41:58.905000,LAW,30,0 days 00:01:24.972000,26.0,2.0,,,0 days 00:00:29.780000,0 days 00:00:18.048000,0 days 00:00:37.144000,0 days 01:41:03.834000,0 days 01:41:21.882000,0 days 01:41:59.026000,260.0,294.0,292.0,286.0,False,HARD,15.0,True,Racing Bulls,0 days 01:40:33.933000,2026-03-08 04:41:40.556,1,14.0,False,,False,True,84.972,1636.186,124.90199999999982
0 days 01:43:24.078000,LAW,30,0 days 00:01:25.173000,27.0,2.0,,,0 days 00:00:30,0 days 00:00:18.079000,0 days 00:00:37.094000,0 days 01:42:29.026000,0 days 01:42:47.105000,0 days 01:43:24.199000,254.0,293.0,293.0,284.0,False,HARD,16.0,True,Racing Bulls,0 days 01:41:58.905000,2026-03-08 04:43:05.528,1,14.0,False,,False,True,85.173,1721.359,204.75199999999995
0 days 01:44:49.455000,LAW,30,0 days 00:01:25.377000,28.0,2.0,,,0 days 00:00:30.088000,0 days 00:00:18.065000,0 days 00:00:37.224000,0 days 01:43:54.287000,0 days 01:44:12.352000,0 days 01:44:49.576000,252.0,291.0,285.0,284.0,False,HARD,17.0,True,Racing Bulls,0 days 01:43:24.078000,2026-03-08 04:44:30.701,1,14.0,False,,False,True,85.377,1806.7359999999999,207.03999999999996
0 days 01:46:14.708000,LAW,30,0 days 00:01:25.253000,29.0,2.0,,,0 days 00:00:30.109000,0 days 00:00:18.063000,0 days 00:00:37.081000,0 days 01:45:19.685000,0 days 01:45:37.748000,0 days 01:46:14.829000,254.0,292.0,292.0,273.0,False,HARD,18.0,True,Racing Bulls,0 days 01:44:49.455000,2026-03-08 04:45:56.078,1,14.0,False,,False,True,85.253,1891.989,209.30600000000004
0 days 01:47:40.358000,LAW,30,0 days 00:01:25.650000,30.0,2.0,,,0 days 00:00:30.163000,0 days 00:00:18.125000,0 days 00:00:37.362000,0 days 01:46:44.992000,0 days 01:47:03.117000,0 days 01:47:40.479000,256.0,292.0,291.0,289.0,False,HARD,19.0,True,Racing Bulls,0 days 01:46:14.708000,2026-03-08 04:47:21.331,1,14.0,False,,False,True,85.65,1977.639,211.92999999999984
0 days 01:49:06.150000,LAW,30,0 days 00:01:25.792000,31.0,2.0,,,0 days 00:00:30.358000,0 days 00:00:18.099000,0 days 00:00:37.335000,0 days 01:48:10.837000,0 days 01:48:28.936000,0 days 01:49:06.271000,256.0,292.0,291.0,287.0,False,HARD,20.0,True,Racing Bulls,0 days 01:47:40.358000,2026-03-08 04:48:46.981,1,14.0,False,,False,True,85.792,2063.431,214.788
0 days 01:50:32.017000,LAW,30,0 days 00:01:25.867000,32.0,2.0,,,0 days 00:00:30.132000,0 days 00:00:18.063000,0 days 00:00:37.672000,0 days 01:49:36.403000,0 days 01:49:54.466000,0 days 01:50:32.138000,255.0,295.0,290.0,284.0,False,HARD,21.0,True,Racing Bulls,0 days 01:49:06.150000,2026-03-08 04:50:12.773,1,14.0,False,,False,True,85.867,2149.298,217.70799999999986
0 days 01:55:21.261000,LAW,30,0 days 00:01:24.210000,35.0,3.0,,,0 days 00:00:29.684000,0 days 00:00:17.768000,0 days 00:00:36.758000,0 days 01:54:26.856000,0 days 01:54:44.624000,0 days 01:55:21.382000,252.0,297.0,295.0,271.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:53:57.051000,2026-03-08 04:55:03.674,1,14.0,False,,False,True,84.21,2233.508,135.20199999999977
0 days 01:56:47.989000,LAW,30,0 days 00:01:26.728000,36.0,3.0,,,0 days 00:00:31.791000,0 days 00:00:17.800000,0 days 00:00:37.137000,0 days 01:55:53.173000,0 days 01:56:10.973000,0 days 01:56:48.110000,254.0,302.0,307.0,282.0,False,SOFT,3.0,True,Racing Bulls,0 days 01:55:21.261000,2026-03-08 04:56:27.884,1,14.0,False,,False,True,86.728,2320.236,220.8130000000001
0 days 01:58:13.729000,LAW,30,0 days 00:01:25.740000,37.0,3.0,,,0 days 00:00:30.472000,0 days 00:00:17.992000,0 days 00:00:37.276000,0 days 01:57:18.582000,0 days 01:57:36.574000,0 days 01:58:13.850000,252.0,293.0,289.0,277.0,False,SOFT,4.0,True,Racing Bulls,0 days 01:56:47.989000,2026-03-08 04:57:54.612,1,13.0,False,,False,True,85.74,2405.976,220.23300000000017
0 days 01:59:38.152000,LAW,30,0 days 00:01:24.423000,38.0,3.0,,,0 days 00:00:29.858000,0 days 00:00:17.952000,0 days 00:00:36.613000,0 days 01:58:43.708000,0 days 01:59:01.660000,0 days 01:59:38.273000,252.0,296.0,291.0,275.0,False,SOFT,5.0,True,Racing Bulls,0 days 01:58:13.729000,2026-03-08 04:59:20.352,1,13.0,False,,False,True,84.423,2490.399,218.28600000000006
0 days 02:01:02.276000,LAW,30,0 days 00:01:24.124000,39.0,3.0,,,0 days 00:00:29.654000,0 days 00:00:17.837000,0 days 00:00:36.633000,0 days 02:00:07.927000,0 days 02:00:25.764000,0 days 02:01:02.397000,256.0,295.0,296.0,279.0,True,SOFT,6.0,True,Racing Bulls,0 days 01:59:38.152000,2026-03-08 05:00:44.775,1,13.0,False,,False,True,84.124,2574.523,143.29800000000023
0 days 02:02:26.353000,LAW,30,0 days 00:01:24.077000,40.0,3.0,,,0 days 00:00:29.497000,0 days 00:00:17.953000,0 days 00:00:36.627000,0 days 02:01:31.894000,0 days 02:01:49.847000,0 days 02:02:26.474000,256.0,290.0,293.0,293.0,True,SOFT,7.0,True,Racing Bulls,0 days 02:01:02.276000,2026-03-08 05:02:08.899,1,13.0,False,,False,True,84.077,2658.6,144.4449999999997
0 days 02:03:50.273000,LAW,30,0 days 00:01:23.920000,41.0,3.0,,,0 days 00:00:29.490000,0 days 00:00:17.906000,0 days 00:00:36.524000,0 days 02:02:55.964000,0 days 02:03:13.870000,0 days 02:03:50.394000,264.0,291.0,291.0,290.0,True,SOFT,8.0,True,Racing Bulls,0 days 02:02:26.353000,2026-03-08 05:03:32.976,1,13.0,False,,False,True,83.92,2742.52,384.9630000000002
0 days 02:05:14.321000,LAW,30,0 days 00:01:24.048000,42.0,3.0,,,0 days 00:00:29.555000,0 days 00:00:17.970000,0 days 00:00:36.523000,0 days 02:04:19.949000,0 days 02:04:37.919000,0 days 02:05:14.442000,253.0,289.0,296.0,276.0,False,SOFT,9.0,True,Racing Bulls,0 days 02:03:50.273000,2026-03-08 05:04:56.896,1,13.0,False,,False,True,84.048,2826.568,383.3040000000001
0 days 02:06:38.553000,LAW,30,0 days 00:01:24.232000,43.0,3.0,,,0 days 00:00:29.564000,0 days 00:00:18.033000,0 days 00:00:36.635000,0 days 02:05:44.006000,0 days 02:06:02.039000,0 days 02:06:38.674000,237.0,294.0,295.0,292.0,False,SOFT,10.0,True,Racing Bulls,0 days 02:05:14.321000,2026-03-08 05:06:20.944,1,13.0,False,,False,True,84.232,2910.8,381.6170000000002
0 days 02:08:02.624000,LAW,30,0 days 00:01:24.071000,44.0,3.0,,,0 days 00:00:29.647000,0 days 00:00:17.945000,0 days 00:00:36.479000,0 days 02:07:08.321000,0 days 02:07:26.266000,0 days 02:08:02.745000,238.0,295.0,298.0,287.0,False,SOFT,11.0,True,Racing Bulls,0 days 02:06:38.553000,2026-03-08 05:07:45.176,1,13.0,False,,False,True,84.071,2994.871,149.03099999999995
0 days 02:09:26.934000,LAW,30,0 days 00:01:24.310000,45.0,3.0,,,0 days 00:00:29.849000,0 days 00:00:18.022000,0 days 00:00:36.439000,0 days 02:08:32.594000,0 days 02:08:50.616000,0 days 02:09:27.055000,230.0,294.0,299.0,290.0,False,SOFT,12.0,True,Racing Bulls,0 days 02:08:02.624000,2026-03-08 05:09:09.247,1,13.0,False,,False,True,84.31,3079.181,150.67599999999993
0 days 02:10:50.957000,LAW,30,0 days 00:01:24.023000,46.0,3.0,,,0 days 00:00:29.625000,0 days 00:00:17.849000,0 days 00:00:36.549000,0 days 02:09:56.680000,0 days 02:10:14.529000,0 days 02:10:51.078000,242.0,298.0,296.0,297.0,False,SOFT,13.0,True,Racing Bulls,0 days 02:09:26.934000,2026-03-08 05:10:33.557,1,13.0,False,,False,True,84.023,3163.204,151.75400000000036
0 days 02:12:14.740000,LAW,30,0 days 00:01:23.783000,47.0,3.0,,,0 days 00:00:29.407000,0 days 00:00:17.848000,0 days 00:00:36.528000,0 days 02:11:20.485000,0 days 02:11:38.333000,0 days 02:12:14.861000,243.0,299.0,290.0,296.0,True,SOFT,14.0,True,Racing Bulls,0 days 02:10:50.957000,2026-03-08 05:11:57.580,1,13.0,False,,False,True,83.783,3246.987,152.86000000000013
0 days 02:13:38.962000,LAW,30,0 days 00:01:24.222000,48.0,3.0,,,0 days 00:00:29.646000,0 days 00:00:17.894000,0 days 00:00:36.682000,0 days 02:12:44.507000,0 days 02:13:02.401000,0 days 02:13:39.083000,236.0,299.0,295.0,280.0,False,SOFT,15.0,True,Racing Bulls,0 days 02:12:14.740000,2026-03-08 05:13:21.363,1,13.0,False,,False,True,84.222,3331.209,154.31799999999976
0 days 02:15:02.894000,LAW,30,0 days 00:01:23.932000,49.0,3.0,,,0 days 00:00:29.404000,0 days 00:00:17.932000,0 days 00:00:36.596000,0 days 02:14:08.487000,0 days 02:14:26.419000,0 days 02:15:03.015000,258.0,299.0,301.0,283.0,False,SOFT,16.0,True,Racing Bulls,0 days 02:13:38.962000,2026-03-08 05:14:45.585,1,13.0,False,,False,True,83.932,3415.141,155.41499999999996
0 days 02:16:26.806000,LAW,30,0 days 00:01:23.912000,50.0,3.0,,,0 days 00:00:29.434000,0 days 00:00:17.783000,0 days 00:00:36.695000,0 days 02:15:32.449000,0 days 02:15:50.232000,0 days 02:16:26.927000,255.0,302.0,300.0,294.0,False,SOFT,17.0,True,Racing Bulls,0 days 02:15:02.894000,2026-03-08 05:16:09.517,1,13.0,False,,False,True,83.912,3499.053,156.01699999999983
0 days 02:17:51.266000,LAW,30,0 days 00:01:24.460000,51.0,3.0,,,0 days 00:00:29.699000,0 days 00:00:17.888000,0 days 00:00:36.873000,0 days 02:16:56.626000,0 days 02:17:14.514000,0 days 02:17:51.387000,237.0,304.0,301.0,294.0,False,SOFT,18.0,True,Racing Bulls,0 days 02:16:26.806000,2026-03-08 05:17:33.429,1,13.0,False,,False,True,84.46,3583.513,157.79399999999987
0 days 02:19:15.931000,LAW,30,0 days 00:01:24.665000,52.0,3.0,,,0 days 00:00:29.812000,0 days 00:00:17.679000,0 days 00:00:37.174000,0 days 02:18:21.199000,0 days 02:18:38.878000,0 days 02:19:16.052000,242.0,309.0,301.0,294.0,False,SOFT,19.0,True,Racing Bulls,0 days 02:17:51.266000,2026-03-08 05:18:57.889,1,13.0,False,,False,True,84.665,3668.178,159.45100000000002
0 days 02:20:41.093000,LAW,30,0 days 00:01:25.162000,53.0,3.0,,,0 days 00:00:29.988000,0 days 00:00:17.791000,0 days 00:00:37.383000,0 days 02:19:46.040000,0 days 02:20:03.831000,0 days 02:20:41.214000,240.0,309.0,296.0,290.0,False,SOFT,20.0,True,Racing Bulls,0 days 02:19:15.931000,2026-03-08 05:20:22.554,1,13.0,False,,False,True,85.162,3753.34,161.44800000000032
0 days 02:22:05.618000,LAW,30,0 days 00:01:24.525000,54.0,3.0,,,0 days 00:00:29.874000,0 days 00:00:17.754000,0 days 00:00:36.897000,0 days 02:21:11.088000,0 days 02:21:28.842000,0 days 02:22:05.739000,256.0,306.0,305.0,282.0,False,SOFT,21.0,True,Racing Bulls,0 days 02:20:41.093000,2026-03-08 05:21:47.716,1,13.0,False,,False,True,84.525,3837.865,232.65599999999995
0 days 02:23:30.741000,LAW,30,0 days 00:01:25.123000,55.0,3.0,,,0 days 00:00:30.102000,0 days 00:00:17.996000,0 days 00:00:37.025000,0 days 02:22:35.841000,0 days 02:22:53.837000,0 days 02:23:30.862000,240.0,304.0,299.0,271.0,False,SOFT,22.0,True,Racing Bulls,0 days 02:22:05.618000,2026-03-08 05:23:12.241,1,13.0,False,,False,True,85.123,3922.988,233.9699999999998
0 days 02:24:57.636000,LAW,30,0 days 00:01:26.895000,56.0,3.0,,,0 days 00:00:31.114000,0 days 00:00:18.065000,0 days 00:00:37.716000,0 days 02:24:01.976000,0 days 02:24:20.041000,0 days 02:24:57.757000,232.0,303.0,258.0,284.0,False,SOFT,23.0,True,Racing Bulls,0 days 02:23:30.741000,2026-03-08 05:24:37.364,1,13.0,False,,False,True,86.895,4009.883,236.04199999999992
0 days 02:26:23.953000,LAW,30,0 days 00:01:26.317000,57.0,3.0,,,0 days 00:00:30.900000,0 days 00:00:17.896000,0 days 00:00:37.521000,0 days 02:25:28.657000,0 days 02:25:46.553000,0 days 02:26:24.074000,253.0,308.0,287.0,264.0,False,SOFT,24.0,True,Racing Bulls,0 days 02:24:57.636000,2026-03-08 05:26:04.259,1,13.0,False,,False,True,86.317,4096.2,174.11499999999978
0 days 01:05:24.514000,OCO,31,0 days 00:01:27.035000,2.0,1.0,,,0 days 00:00:31.014000,0 days 00:00:17.977000,0 days 00:00:38.044000,0 days 01:04:28.547000,0 days 01:04:46.524000,0 days 01:05:24.568000,260.0,296.0,302.0,266.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 01:03:57.479000,2026-03-08 04:05:04.102,1,8.0,False,,False,True,87.035,87.035,2.408999999999992
0 days 01:06:51.081000,OCO,31,0 days 00:01:26.567000,3.0,1.0,,,0 days 00:00:30.865000,0 days 00:00:17.978000,0 days 00:00:37.724000,0 days 01:05:55.433000,0 days 01:06:13.411000,0 days 01:06:51.135000,260.0,308.0,289.0,267.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 01:05:24.514000,2026-03-08 04:06:31.137,1,8.0,False,,False,True,86.567,173.60199999999998,4.101999999999975
0 days 01:08:17.267000,OCO,31,0 days 00:01:26.186000,4.0,1.0,,,0 days 00:00:30.431000,0 days 00:00:17.642000,0 days 00:00:38.113000,0 days 01:07:21.566000,0 days 01:07:39.208000,0 days 01:08:17.321000,263.0,296.0,277.0,273.0,True,MEDIUM,4.0,True,Haas F1 Team,0 days 01:06:51.081000,2026-03-08 04:07:57.704,1,8.0,False,,False,True,86.186,259.788,5.222000000000008
0 days 01:09:44.075000,OCO,31,0 days 00:01:26.808000,5.0,1.0,,,0 days 00:00:30.836000,0 days 00:00:17.956000,0 days 00:00:38.016000,0 days 01:08:48.157000,0 days 01:09:06.113000,0 days 01:09:44.129000,264.0,308.0,272.0,274.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 01:08:17.267000,2026-03-08 04:09:23.890,1,8.0,False,,False,True,86.808,346.596,7.52800000000002
0 days 01:11:09.644000,OCO,31,0 days 00:01:25.569000,6.0,1.0,,,0 days 00:00:30.704000,0 days 00:00:17.956000,0 days 00:00:36.909000,0 days 01:10:14.833000,0 days 01:10:32.789000,0 days 01:11:09.698000,261.0,296.0,294.0,277.0,True,MEDIUM,6.0,True,Haas F1 Team,0 days 01:09:44.075000,2026-03-08 04:10:50.698,1,8.0,False,,False,True,85.569,432.165,86.63
0 days 01:12:34.731000,OCO,31,0 days 00:01:25.087000,7.0,1.0,,,0 days 00:00:30.269000,0 days 00:00:17.909000,0 days 00:00:36.909000,0 days 01:11:39.967000,0 days 01:11:57.876000,0 days 01:12:34.785000,264.0,294.0,286.0,285.0,True,MEDIUM,7.0,True,Haas F1 Team,0 days 01:11:09.644000,2026-03-08 04:12:16.267,1,8.0,False,,False,True,85.087,517.252,86.63799999999992
0 days 01:13:59.760000,OCO,31,0 days 00:01:25.029000,8.0,1.0,,,0 days 00:00:30.287000,0 days 00:00:17.905000,0 days 00:00:36.837000,0 days 01:13:05.072000,0 days 01:13:22.977000,0 days 01:13:59.814000,261.0,297.0,295.0,285.0,True,MEDIUM,8.0,True,Haas F1 Team,0 days 01:12:34.731000,2026-03-08 04:13:41.354,1,8.0,False,,False,True,85.029,602.281,86.70299999999997
0 days 01:15:25.312000,OCO,31,0 days 00:01:25.552000,9.0,1.0,,,0 days 00:00:30.308000,0 days 00:00:17.927000,0 days 00:00:37.317000,0 days 01:14:30.122000,0 days 01:14:48.049000,0 days 01:15:25.366000,258.0,298.0,295.0,279.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 01:13:59.760000,2026-03-08 04:15:06.383,1,8.0,False,,False,True,85.552,687.833,86.81399999999996
0 days 01:16:50.944000,OCO,31,0 days 00:01:25.632000,10.0,1.0,,,0 days 00:00:30.464000,0 days 00:00:17.902000,0 days 00:00:37.266000,0 days 01:15:55.830000,0 days 01:16:13.732000,0 days 01:16:50.998000,263.0,297.0,296.0,288.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 01:15:25.312000,2026-03-08 04:16:31.935,1,8.0,False,,False,True,85.632,773.465,85.77700000000004
0 days 01:23:50.819000,OCO,31,0 days 00:01:25.303000,14.0,2.0,,,0 days 00:00:30.400000,0 days 00:00:17.985000,0 days 00:00:36.918000,0 days 01:22:55.970000,0 days 01:23:13.955000,0 days 01:23:50.873000,263.0,293.0,297.0,282.0,False,HARD,3.0,True,Haas F1 Team,0 days 01:22:25.516000,2026-03-08 04:23:32.139,1,10.0,False,,False,True,85.303,858.768,163.28100000000006
0 days 01:25:16.179000,OCO,31,0 days 00:01:25.360000,15.0,2.0,,,0 days 00:00:30.329000,0 days 00:00:17.972000,0 days 00:00:37.059000,0 days 01:24:21.202000,0 days 01:24:39.174000,0 days 01:25:16.233000,263.0,292.0,296.0,282.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:23:50.819000,2026-03-08 04:24:57.442,1,10.0,False,,False,True,85.36,944.128,163.04100000000005
0 days 01:26:41.609000,OCO,31,0 days 00:01:25.430000,16.0,2.0,,,0 days 00:00:30.332000,0 days 00:00:17.995000,0 days 00:00:37.103000,0 days 01:25:46.565000,0 days 01:26:04.560000,0 days 01:26:41.663000,261.0,291.0,295.0,282.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:25:16.179000,2026-03-08 04:26:22.802,1,10.0,False,,False,True,85.43,1029.558,162.55999999999995
0 days 01:28:07.325000,OCO,31,0 days 00:01:25.716000,17.0,2.0,,,0 days 00:00:30.159000,0 days 00:00:17.982000,0 days 00:00:37.575000,0 days 01:27:11.822000,0 days 01:27:29.804000,0 days 01:28:07.379000,258.0,291.0,273.0,290.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:26:41.609000,2026-03-08 04:27:48.232,1,10.0,False,,False,True,85.716,1115.2740000000001,162.5680000000001
0 days 01:33:08.130000,OCO,31,0 days 00:01:26.713000,20.0,2.0,,,0 days 00:00:31.066000,0 days 00:00:17.873000,0 days 00:00:37.774000,0 days 01:32:12.537000,0 days 01:32:30.410000,0 days 01:33:08.184000,256.0,308.0,281.0,268.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:31:41.417000,2026-03-08 04:32:48.040,1,10.0,False,,False,True,86.713,1201.987,163.95000000000005
0 days 01:34:34.701000,OCO,31,0 days 00:01:26.571000,21.0,2.0,,,0 days 00:00:31.496000,0 days 00:00:17.886000,0 days 00:00:37.189000,0 days 01:33:39.680000,0 days 01:33:57.566000,0 days 01:34:34.755000,262.0,308.0,300.0,288.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:33:08.130000,2026-03-08 04:34:14.753,1,11.0,False,,False,True,86.571,1288.558,193.62300000000005
0 days 01:35:59.522000,OCO,31,0 days 00:01:24.821000,22.0,2.0,,,0 days 00:00:29.967000,0 days 00:00:17.651000,0 days 00:00:37.203000,0 days 01:35:04.722000,0 days 01:35:22.373000,0 days 01:35:59.576000,265.0,307.0,298.0,289.0,True,HARD,11.0,True,Haas F1 Team,0 days 01:34:34.701000,2026-03-08 04:35:41.324,1,11.0,False,,False,True,84.821,1373.379,195.58199999999988
0 days 01:37:24.172000,OCO,31,0 days 00:01:24.650000,23.0,2.0,,,0 days 00:00:29.889000,0 days 00:00:17.634000,0 days 00:00:37.127000,0 days 01:36:29.465000,0 days 01:36:47.099000,0 days 01:37:24.226000,267.0,305.0,298.0,286.0,True,HARD,12.0,True,Haas F1 Team,0 days 01:35:59.522000,2026-03-08 04:37:06.145,1,11.0,False,,False,True,84.65,1458.029,197.6500000000001
0 days 01:38:49.427000,OCO,31,0 days 00:01:25.255000,24.0,2.0,,,0 days 00:00:30.114000,0 days 00:00:18.787000,0 days 00:00:36.354000,0 days 01:37:54.340000,0 days 01:38:13.127000,0 days 01:38:49.481000,265.0,285.0,308.0,291.0,False,HARD,13.0,True,Haas F1 Team,0 days 01:37:24.172000,2026-03-08 04:38:30.795,1,11.0,False,,False,True,85.255,1543.284,199.683
0 days 01:40:13.851000,OCO,31,0 days 00:01:24.424000,25.0,2.0,,,0 days 00:00:29.924000,0 days 00:00:17.752000,0 days 00:00:36.748000,0 days 01:39:19.405000,0 days 01:39:37.157000,0 days 01:40:13.905000,264.0,301.0,301.0,304.0,True,HARD,14.0,True,Haas F1 Team,0 days 01:38:49.427000,2026-03-08 04:39:56.050,1,11.0,False,,False,True,84.424,1627.708,199.56200000000013
0 days 01:41:38.547000,OCO,31,0 days 00:01:24.696000,26.0,2.0,,,0 days 00:00:30.001000,0 days 00:00:17.783000,0 days 00:00:36.912000,0 days 01:40:43.906000,0 days 01:41:01.689000,0 days 01:41:38.601000,265.0,303.0,299.0,293.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:40:13.851000,2026-03-08 04:41:20.474,1,11.0,False,,False,True,84.696,1712.404,201.1199999999999
