Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,CumulativeTime,GapToLeader
0 days 01:05:23.781000,NOR,1,0 days 00:01:27.344000,2.0,1.0,,,0 days 00:00:31.074000,0 days 00:00:18.116000,0 days 00:00:38.154000,0 days 01:04:27.511000,0 days 01:04:45.627000,0 days 01:05:23.781000,243.0,287.0,303.0,260.0,True,MEDIUM,2.0,True,McLaren,0 days 01:03:56.437000,2026-03-08 04:05:03.060,1,6.0,False,,False,True,87.344,87.344,2.7179999999999893
0 days 01:06:50.644000,NOR,1,0 days 00:01:26.863000,3.0,1.0,,,0 days 00:00:30.541000,0 days 00:00:18.252000,0 days 00:00:38.070000,0 days 01:05:54.322000,0 days 01:06:12.574000,0 days 01:06:50.644000,245.0,311.0,286.0,273.0,True,MEDIUM,3.0,True,McLaren,0 days 01:05:23.781000,2026-03-08 04:06:30.404,1,7.0,False,,False,True,86.863,174.207,4.706999999999994
0 days 01:08:16.501000,NOR,1,0 days 00:01:25.857000,4.0,1.0,,,0 days 00:00:30.190000,0 days 00:00:18.193000,0 days 00:00:37.474000,0 days 01:07:20.834000,0 days 01:07:39.027000,0 days 01:08:16.501000,249.0,304.0,283.0,276.0,True,MEDIUM,4.0,True,McLaren,0 days 01:06:50.644000,2026-03-08 04:07:57.267,1,7.0,False,,False,True,85.857,260.06399999999996,5.497999999999962
0 days 01:09:42.074000,NOR,1,0 days 00:01:25.573000,5.0,1.0,,,0 days 00:00:29.930000,0 days 00:00:17.868000,0 days 00:00:37.775000,0 days 01:08:46.431000,0 days 01:09:04.299000,0 days 01:09:42.074000,260.0,297.0,280.0,276.0,True,MEDIUM,5.0,True,McLaren,0 days 01:08:16.501000,2026-03-08 04:09:23.124,1,7.0,False,,False,True,85.573,345.637,6.569000000000017
0 days 01:11:07.110000,NOR,1,0 days 00:01:25.036000,6.0,1.0,,,0 days 00:00:30.025000,0 days 00:00:17.829000,0 days 00:00:37.182000,0 days 01:10:12.099000,0 days 01:10:29.928000,0 days 01:11:07.110000,256.0,313.0,293.0,273.0,True,MEDIUM,6.0,True,McLaren,0 days 01:09:42.074000,2026-03-08 04:10:48.697,1,7.0,False,,False,True,85.036,430.673,85.13799999999998
0 days 01:12:32.088000,NOR,1,0 days 00:01:24.978000,7.0,1.0,,,0 days 00:00:30.067000,0 days 00:00:17.764000,0 days 00:00:37.147000,0 days 01:11:37.177000,0 days 01:11:54.941000,0 days 01:12:32.088000,253.0,316.0,297.0,285.0,True,MEDIUM,7.0,True,McLaren,0 days 01:11:07.110000,2026-03-08 04:12:13.733,1,7.0,False,,False,True,84.978,515.651,85.03699999999992
0 days 01:13:57.387000,NOR,1,0 days 00:01:25.299000,8.0,1.0,,,0 days 00:00:30.191000,0 days 00:00:17.970000,0 days 00:00:37.138000,0 days 01:13:02.279000,0 days 01:13:20.249000,0 days 01:13:57.387000,253.0,311.0,298.0,280.0,False,MEDIUM,8.0,True,McLaren,0 days 01:12:32.088000,2026-03-08 04:13:38.711,1,7.0,False,,False,True,85.299,600.95,85.37200000000007
0 days 01:15:23.026000,NOR,1,0 days 00:01:25.639000,9.0,1.0,,,0 days 00:00:30.135000,0 days 00:00:17.770000,0 days 00:00:37.734000,0 days 01:14:27.522000,0 days 01:14:45.292000,0 days 01:15:23.026000,262.0,315.0,284.0,276.0,False,MEDIUM,9.0,True,McLaren,0 days 01:13:57.387000,2026-03-08 04:15:04.010,1,7.0,False,,False,True,85.639,686.5889999999999,85.56999999999994
0 days 01:16:48.321000,NOR,1,0 days 00:01:25.295000,10.0,1.0,,,0 days 00:00:30.117000,0 days 00:00:17.924000,0 days 00:00:37.254000,0 days 01:15:53.143000,0 days 01:16:11.067000,0 days 01:16:48.321000,261.0,311.0,295.0,277.0,False,MEDIUM,10.0,True,McLaren,0 days 01:15:23.026000,2026-03-08 04:16:29.649,1,7.0,False,,False,True,85.295,771.884,84.19600000000003
0 days 01:23:45.952000,NOR,1,0 days 00:01:24.233000,14.0,2.0,,,0 days 00:00:29.882000,0 days 00:00:17.870000,0 days 00:00:36.481000,0 days 01:22:51.601000,0 days 01:23:09.471000,0 days 01:23:45.952000,251.0,306.0,287.0,279.0,True,HARD,3.0,True,McLaren,0 days 01:22:21.719000,2026-03-08 04:23:28.342,1,9.0,False,,False,True,84.233,856.117,160.63
0 days 01:25:09.736000,NOR,1,0 days 00:01:23.784000,15.0,2.0,,,0 days 00:00:29.402000,0 days 00:00:17.899000,0 days 00:00:36.483000,0 days 01:24:15.354000,0 days 01:24:33.253000,0 days 01:25:09.736000,269.0,301.0,288.0,278.0,True,HARD,4.0,True,McLaren,0 days 01:23:45.952000,2026-03-08 04:24:52.575,1,9.0,False,,False,True,83.784,939.901,158.81399999999996
0 days 01:26:33.648000,NOR,1,0 days 00:01:23.912000,16.0,2.0,,,0 days 00:00:29.524000,0 days 00:00:17.919000,0 days 00:00:36.469000,0 days 01:25:39.260000,0 days 01:25:57.179000,0 days 01:26:33.648000,255.0,301.0,290.0,286.0,False,HARD,5.0,True,McLaren,0 days 01:25:09.736000,2026-03-08 04:26:16.359,1,9.0,False,,False,True,83.912,1023.813,156.81499999999994
0 days 01:27:57.701000,NOR,1,0 days 00:01:24.053000,17.0,2.0,,,0 days 00:00:29.442000,0 days 00:00:18.015000,0 days 00:00:36.596000,0 days 01:27:03.090000,0 days 01:27:21.105000,0 days 01:27:57.701000,262.0,303.0,291.0,287.0,False,HARD,6.0,True,McLaren,0 days 01:26:33.648000,2026-03-08 04:27:40.271,1,9.0,False,,False,True,84.053,1107.866,155.15999999999997
0 days 01:34:18.921000,NOR,1,0 days 00:01:23.972000,21.0,2.0,,,0 days 00:00:29.499000,0 days 00:00:18.129000,0 days 00:00:36.344000,0 days 01:33:24.448000,0 days 01:33:42.577000,0 days 01:34:18.921000,243.0,296.0,285.0,283.0,False,HARD,10.0,True,McLaren,0 days 01:32:54.949000,2026-03-08 04:34:01.572,1,5.0,False,,False,True,83.972,1191.838,96.90300000000002
0 days 01:35:42.608000,NOR,1,0 days 00:01:23.687000,22.0,2.0,,,0 days 00:00:29.317000,0 days 00:00:17.999000,0 days 00:00:36.371000,0 days 01:34:48.238000,0 days 01:35:06.237000,0 days 01:35:42.608000,257.0,297.0,285.0,288.0,True,HARD,11.0,True,McLaren,0 days 01:34:18.921000,2026-03-08 04:35:25.544,1,5.0,False,,False,True,83.687,1275.525,97.72800000000007
0 days 01:37:06.142000,NOR,1,0 days 00:01:23.534000,23.0,2.0,,,0 days 00:00:29.254000,0 days 00:00:17.992000,0 days 00:00:36.288000,0 days 01:36:11.862000,0 days 01:36:29.854000,0 days 01:37:06.142000,264.0,298.0,285.0,285.0,True,HARD,12.0,True,McLaren,0 days 01:35:42.608000,2026-03-08 04:36:49.231,1,5.0,False,,False,True,83.534,1359.059,98.68000000000006
0 days 01:38:29.536000,NOR,1,0 days 00:01:23.394000,24.0,2.0,,,0 days 00:00:29.302000,0 days 00:00:17.929000,0 days 00:00:36.163000,0 days 01:37:35.444000,0 days 01:37:53.373000,0 days 01:38:29.536000,260.0,297.0,284.0,287.0,True,HARD,13.0,True,McLaren,0 days 01:37:06.142000,2026-03-08 04:38:12.765,1,5.0,False,,False,True,83.394,1442.453,98.85199999999986
0 days 01:39:53.036000,NOR,1,0 days 00:01:23.500000,25.0,2.0,,,0 days 00:00:29.373000,0 days 00:00:17.925000,0 days 00:00:36.202000,0 days 01:38:58.909000,0 days 01:39:16.834000,0 days 01:39:53.036000,262.0,299.0,295.0,286.0,False,HARD,14.0,True,McLaren,0 days 01:38:29.536000,2026-03-08 04:39:36.159,1,5.0,False,,False,True,83.5,1525.953,97.80700000000002
0 days 01:41:16.439000,NOR,1,0 days 00:01:23.403000,26.0,2.0,,,0 days 00:00:29.350000,0 days 00:00:17.894000,0 days 00:00:36.159000,0 days 01:40:22.386000,0 days 01:40:40.280000,0 days 01:41:16.439000,259.0,306.0,294.0,293.0,False,HARD,15.0,True,McLaren,0 days 01:39:53.036000,2026-03-08 04:40:59.659,1,5.0,False,,False,True,83.403,1609.356,98.07199999999989
0 days 01:42:40.335000,NOR,1,0 days 00:01:23.896000,27.0,2.0,,,0 days 00:00:29.426000,0 days 00:00:18.011000,0 days 00:00:36.459000,0 days 01:41:45.865000,0 days 01:42:03.876000,0 days 01:42:40.335000,266.0,298.0,289.0,294.0,False,HARD,16.0,True,McLaren,0 days 01:41:16.439000,2026-03-08 04:42:23.062,1,5.0,False,,False,True,83.896,1693.252,176.64499999999998
0 days 01:44:04.375000,NOR,1,0 days 00:01:24.040000,28.0,2.0,,,0 days 00:00:29.538000,0 days 00:00:17.988000,0 days 00:00:36.514000,0 days 01:43:09.873000,0 days 01:43:27.861000,0 days 01:44:04.375000,257.0,301.0,293.0,288.0,False,HARD,17.0,True,McLaren,0 days 01:42:40.335000,2026-03-08 04:43:46.958,1,5.0,False,,False,True,84.04,1777.292,177.596
0 days 01:45:28.455000,NOR,1,0 days 00:01:24.080000,29.0,2.0,,,0 days 00:00:29.692000,0 days 00:00:17.992000,0 days 00:00:36.396000,0 days 01:44:34.067000,0 days 01:44:52.059000,0 days 01:45:28.455000,254.0,302.0,288.0,288.0,False,HARD,18.0,True,McLaren,0 days 01:44:04.375000,2026-03-08 04:45:10.998,1,5.0,False,,False,True,84.08,1861.372,178.68900000000008
0 days 01:46:52.416000,NOR,1,0 days 00:01:23.961000,30.0,2.0,,,0 days 00:00:29.515000,0 days 00:00:17.966000,0 days 00:00:36.480000,0 days 01:45:57.970000,0 days 01:46:15.936000,0 days 01:46:52.416000,264.0,301.0,289.0,288.0,False,HARD,19.0,True,McLaren,0 days 01:45:28.455000,2026-03-08 04:46:35.078,1,5.0,False,,False,True,83.961,1945.333,179.62400000000002
0 days 01:48:16.510000,NOR,1,0 days 00:01:24.094000,31.0,2.0,,,0 days 00:00:29.604000,0 days 00:00:17.958000,0 days 00:00:36.532000,0 days 01:47:22.020000,0 days 01:47:39.978000,0 days 01:48:16.510000,262.0,300.0,293.0,286.0,False,HARD,20.0,True,McLaren,0 days 01:46:52.416000,2026-03-08 04:47:59.039,1,5.0,False,,False,True,84.094,2029.427,180.78399999999988
0 days 01:49:40.585000,NOR,1,0 days 00:01:24.075000,32.0,2.0,,,0 days 00:00:29.481000,0 days 00:00:17.980000,0 days 00:00:36.614000,0 days 01:48:45.991000,0 days 01:49:03.971000,0 days 01:49:40.585000,259.0,300.0,289.0,291.0,False,HARD,21.0,True,McLaren,0 days 01:48:16.510000,2026-03-08 04:49:23.133,1,5.0,False,,False,True,84.075,2113.502,181.91200000000003
0 days 01:51:05.375000,NOR,1,0 days 00:01:24.790000,33.0,2.0,,,0 days 00:00:30.039000,0 days 00:00:18.027000,0 days 00:00:36.724000,0 days 01:50:10.624000,0 days 01:50:28.651000,0 days 01:51:05.375000,253.0,300.0,287.0,290.0,False,HARD,22.0,True,McLaren,0 days 01:49:40.585000,2026-03-08 04:50:47.208,1,5.0,False,,False,True,84.79,2198.292,184.279
0 days 01:55:50.865000,NOR,1,0 days 00:01:23.324000,36.0,3.0,,,0 days 00:00:29.282000,0 days 00:00:17.819000,0 days 00:00:36.223000,0 days 01:54:56.823000,0 days 01:55:14.642000,0 days 01:55:50.865000,252.0,304.0,299.0,295.0,True,MEDIUM,2.0,True,McLaren,0 days 01:54:27.541000,2026-03-08 04:55:34.164,1,8.0,False,,False,True,83.324,2281.616,182.1930000000002
0 days 01:57:14.313000,NOR,1,0 days 00:01:23.448000,37.0,3.0,,,0 days 00:00:29.399000,0 days 00:00:17.652000,0 days 00:00:36.397000,0 days 01:56:20.264000,0 days 01:56:37.916000,0 days 01:57:14.313000,262.0,311.0,302.0,294.0,False,MEDIUM,3.0,True,McLaren,0 days 01:55:50.865000,2026-03-08 04:56:57.488,1,8.0,False,,False,True,83.448,2365.064,179.3209999999999
0 days 01:58:37.736000,NOR,1,0 days 00:01:23.423000,38.0,3.0,,,0 days 00:00:29.202000,0 days 00:00:17.867000,0 days 00:00:36.354000,0 days 01:57:43.515000,0 days 01:58:01.382000,0 days 01:58:37.736000,252.0,305.0,318.0,296.0,False,MEDIUM,4.0,True,McLaren,0 days 01:57:14.313000,2026-03-08 04:58:20.936,1,7.0,False,,False,True,83.423,2448.487,176.37400000000025
0 days 02:00:01.737000,NOR,1,0 days 00:01:24.001000,39.0,3.0,,,0 days 00:00:29.482000,0 days 00:00:18.144000,0 days 00:00:36.375000,0 days 01:59:07.218000,0 days 01:59:25.362000,0 days 02:00:01.737000,258.0,295.0,286.0,292.0,False,MEDIUM,5.0,True,McLaren,0 days 01:58:37.736000,2026-03-08 04:59:44.359,1,6.0,False,,False,True,84.001,2532.488,101.26299999999992
0 days 02:01:25.134000,NOR,1,0 days 00:01:23.397000,40.0,3.0,,,0 days 00:00:29.188000,0 days 00:00:17.861000,0 days 00:00:36.348000,0 days 02:00:30.925000,0 days 02:00:48.786000,0 days 02:01:25.134000,264.0,297.0,288.0,283.0,False,MEDIUM,6.0,True,McLaren,0 days 02:00:01.737000,2026-03-08 05:01:08.360,1,6.0,False,,False,True,83.397,2615.885,101.73000000000002
0 days 02:02:48.896000,NOR,1,0 days 00:01:23.762000,41.0,3.0,,,0 days 00:00:29.481000,0 days 00:00:18,0 days 00:00:36.281000,0 days 02:01:54.615000,0 days 02:02:12.615000,0 days 02:02:48.896000,253.0,298.0,292.0,284.0,False,MEDIUM,7.0,True,McLaren,0 days 02:01:25.134000,2026-03-08 05:02:31.757,1,6.0,False,,False,True,83.762,2699.647,342.09000000000015
0 days 02:04:12.243000,NOR,1,0 days 00:01:23.347000,42.0,3.0,,,0 days 00:00:29.334000,0 days 00:00:17.955000,0 days 00:00:36.058000,0 days 02:03:18.230000,0 days 02:03:36.185000,0 days 02:04:12.243000,256.0,298.0,288.0,286.0,False,MEDIUM,8.0,True,McLaren,0 days 02:02:48.896000,2026-03-08 05:03:55.519,1,5.0,False,,False,True,83.347,2782.994,339.73
0 days 02:05:35.529000,NOR,1,0 days 00:01:23.286000,43.0,3.0,,,0 days 00:00:29.377000,0 days 00:00:17.865000,0 days 00:00:36.044000,0 days 02:04:41.620000,0 days 02:04:59.485000,0 days 02:05:35.529000,253.0,299.0,290.0,287.0,True,MEDIUM,9.0,True,McLaren,0 days 02:04:12.243000,2026-03-08 05:05:18.866,1,5.0,False,,False,True,83.286,2866.28,337.0970000000002
0 days 02:06:58.721000,NOR,1,0 days 00:01:23.192000,44.0,3.0,,,0 days 00:00:29.308000,0 days 00:00:17.809000,0 days 00:00:36.075000,0 days 02:06:04.837000,0 days 02:06:22.646000,0 days 02:06:58.721000,256.0,299.0,295.0,285.0,True,MEDIUM,10.0,True,McLaren,0 days 02:05:35.529000,2026-03-08 05:06:42.152,1,5.0,False,,False,True,83.192,2949.472,103.63200000000006
0 days 02:08:21.607000,NOR,1,0 days 00:01:22.886000,45.0,3.0,,,0 days 00:00:29.236000,0 days 00:00:17.800000,0 days 00:00:35.850000,0 days 02:07:27.957000,0 days 02:07:45.757000,0 days 02:08:21.607000,253.0,300.0,293.0,296.0,True,MEDIUM,11.0,True,McLaren,0 days 02:06:58.721000,2026-03-08 05:08:05.344,1,5.0,False,,False,True,82.886,3032.358,103.85300000000007
0 days 02:09:44.515000,NOR,1,0 days 00:01:22.908000,46.0,3.0,,,0 days 00:00:29.050000,0 days 00:00:17.644000,0 days 00:00:36.214000,0 days 02:08:50.657000,0 days 02:09:08.301000,0 days 02:09:44.515000,263.0,304.0,297.0,292.0,False,MEDIUM,12.0,True,McLaren,0 days 02:08:21.607000,2026-03-08 05:09:28.230,1,5.0,False,,False,True,82.908,3115.266,103.81600000000026
0 days 02:11:07.293000,NOR,1,0 days 00:01:22.778000,47.0,3.0,,,0 days 00:00:29.083000,0 days 00:00:17.798000,0 days 00:00:35.897000,0 days 02:10:13.598000,0 days 02:10:31.396000,0 days 02:11:07.293000,253.0,295.0,298.0,297.0,True,MEDIUM,13.0,True,McLaren,0 days 02:09:44.515000,2026-03-08 05:10:51.138,1,5.0,False,,False,True,82.778,3198.044,103.91699999999992
0 days 02:12:30.246000,NOR,1,0 days 00:01:22.953000,48.0,3.0,,,0 days 00:00:29.106000,0 days 00:00:17.743000,0 days 00:00:36.104000,0 days 02:11:36.399000,0 days 02:11:54.142000,0 days 02:12:30.246000,256.0,303.0,290.0,297.0,False,MEDIUM,14.0,True,McLaren,0 days 02:11:07.293000,2026-03-08 05:12:13.916,1,5.0,False,,False,True,82.953,3280.997,104.10599999999977
0 days 02:13:53.050000,NOR,1,0 days 00:01:22.804000,49.0,3.0,,,0 days 00:00:29.043000,0 days 00:00:17.880000,0 days 00:00:35.881000,0 days 02:12:59.289000,0 days 02:13:17.169000,0 days 02:13:53.050000,259.0,295.0,291.0,285.0,False,MEDIUM,15.0,True,McLaren,0 days 02:12:30.246000,2026-03-08 05:13:36.869,1,5.0,False,,False,True,82.804,3363.801,104.07499999999982
0 days 02:15:15.813000,NOR,1,0 days 00:01:22.763000,50.0,3.0,,,0 days 00:00:29.057000,0 days 00:00:17.845000,0 days 00:00:35.861000,0 days 02:14:22.107000,0 days 02:14:39.952000,0 days 02:15:15.813000,258.0,295.0,290.0,289.0,True,MEDIUM,16.0,True,McLaren,0 days 02:13:53.050000,2026-03-08 05:14:59.673,1,5.0,False,,False,True,82.763,3446.564,103.52799999999979
0 days 02:16:38.411000,NOR,1,0 days 00:01:22.598000,51.0,3.0,,,0 days 00:00:29.032000,0 days 00:00:17.854000,0 days 00:00:35.712000,0 days 02:15:44.845000,0 days 02:16:02.699000,0 days 02:16:38.411000,257.0,292.0,298.0,285.0,True,MEDIUM,17.0,True,McLaren,0 days 02:15:15.813000,2026-03-08 05:16:22.436,1,5.0,False,,False,True,82.598,3529.162,103.44299999999976
0 days 02:18:01.195000,NOR,1,0 days 00:01:22.784000,52.0,3.0,,,0 days 00:00:29.077000,0 days 00:00:17.781000,0 days 00:00:35.926000,0 days 02:17:07.488000,0 days 02:17:25.269000,0 days 02:18:01.195000,265.0,292.0,297.0,290.0,False,MEDIUM,18.0,True,McLaren,0 days 02:16:38.411000,2026-03-08 05:17:45.034,1,5.0,False,,False,True,82.784,3611.946,103.21900000000005
0 days 02:19:23.553000,NOR,1,0 days 00:01:22.358000,53.0,3.0,,,0 days 00:00:28.979000,0 days 00:00:17.780000,0 days 00:00:35.599000,0 days 02:18:30.174000,0 days 02:18:47.954000,0 days 02:19:23.553000,253.0,295.0,296.0,288.0,True,MEDIUM,19.0,True,McLaren,0 days 02:18:01.195000,2026-03-08 05:19:07.818,1,5.0,False,,False,True,82.358,3694.304,102.41200000000026
0 days 02:20:46.349000,NOR,1,0 days 00:01:22.796000,54.0,3.0,,,0 days 00:00:29.006000,0 days 00:00:17.779000,0 days 00:00:36.011000,0 days 02:19:52.559000,0 days 02:20:10.338000,0 days 02:20:46.349000,258.0,295.0,298.0,288.0,False,MEDIUM,20.0,True,McLaren,0 days 02:19:23.553000,2026-03-08 05:20:30.176,1,5.0,False,,False,True,82.796,3777.1,171.89100000000008
0 days 02:22:09.216000,NOR,1,0 days 00:01:22.867000,55.0,3.0,,,0 days 00:00:29.076000,0 days 00:00:17.822000,0 days 00:00:35.969000,0 days 02:21:15.425000,0 days 02:21:33.247000,0 days 02:22:09.216000,267.0,298.0,297.0,290.0,False,MEDIUM,21.0,True,McLaren,0 days 02:20:46.349000,2026-03-08 05:21:52.972,1,5.0,False,,False,True,82.867,3859.967,170.94900000000007
0 days 02:23:32.059000,NOR,1,0 days 00:01:22.843000,56.0,3.0,,,0 days 00:00:29.096000,0 days 00:00:17.831000,0 days 00:00:35.916000,0 days 02:22:38.312000,0 days 02:22:56.143000,0 days 02:23:32.059000,257.0,300.0,302.0,286.0,False,MEDIUM,22.0,True,McLaren,0 days 02:22:09.216000,2026-03-08 05:23:15.839,1,5.0,False,,False,True,82.843,3942.81,168.96900000000005
0 days 02:24:55.475000,NOR,1,0 days 00:01:23.416000,57.0,3.0,,,0 days 00:00:29.563000,0 days 00:00:17.762000,0 days 00:00:36.091000,0 days 02:24:01.622000,0 days 02:24:19.384000,0 days 02:24:55.475000,254.0,303.0,296.0,291.0,False,MEDIUM,23.0,True,McLaren,0 days 02:23:32.059000,2026-03-08 05:24:38.682,1,5.0,False,,False,True,83.416,4026.226,104.14100000000008
0 days 02:26:18.521000,NOR,1,0 days 00:01:23.046000,58.0,3.0,,,0 days 00:00:29.171000,0 days 00:00:17.845000,0 days 00:00:36.030000,0 days 02:25:24.646000,0 days 02:25:42.491000,0 days 02:26:18.521000,265.0,296.0,290.0,292.0,False,MEDIUM,24.0,True,McLaren,0 days 02:24:55.475000,2026-03-08 05:26:02.098,1,5.0,False,,False,True,83.046,4109.272,104.55000000000018
0 days 01:05:25.240000,GAS,10,0 days 00:01:27.281000,2.0,1.0,,,0 days 00:00:31.136000,0 days 00:00:17.996000,0 days 00:00:38.149000,0 days 01:04:29.151000,0 days 01:04:47.147000,0 days 01:05:25.296000,259.0,296.0,294.0,264.0,True,MEDIUM,2.0,True,Alpine,0 days 01:03:57.959000,2026-03-08 04:05:04.582,1,9.0,False,,False,True,87.281,87.281,2.655000000000001
0 days 01:06:51.611000,GAS,10,0 days 00:01:26.371000,3.0,1.0,,,0 days 00:00:30.613000,0 days 00:00:17.818000,0 days 00:00:37.940000,0 days 01:05:55.909000,0 days 01:06:13.727000,0 days 01:06:51.667000,256.0,308.0,298.0,270.0,True,MEDIUM,3.0,True,Alpine,0 days 01:05:25.240000,2026-03-08 04:06:31.863,1,9.0,False,,False,True,86.371,173.652,4.151999999999987
0 days 01:08:17.505000,GAS,10,0 days 00:01:25.894000,4.0,1.0,,,0 days 00:00:30.427000,0 days 00:00:17.771000,0 days 00:00:37.696000,0 days 01:07:22.094000,0 days 01:07:39.865000,0 days 01:08:17.561000,254.0,314.0,308.0,278.0,True,MEDIUM,4.0,True,Alpine,0 days 01:06:51.611000,2026-03-08 04:07:58.234,1,9.0,False,,False,True,85.894,259.546,4.97999999999999
0 days 01:11:10.534000,GAS,10,0 days 00:01:25.989000,6.0,1.0,,,0 days 00:00:30.696000,0 days 00:00:17.800000,0 days 00:00:37.493000,0 days 01:10:15.297000,0 days 01:10:33.097000,0 days 01:11:10.590000,262.0,312.0,296.0,262.0,False,MEDIUM,6.0,True,Alpine,0 days 01:09:44.545000,2026-03-08 04:10:51.168,1,9.0,False,,False,True,85.989,345.535,0.0
0 days 01:12:35.613000,GAS,10,0 days 00:01:25.079000,7.0,1.0,,,0 days 00:00:29.873000,0 days 00:00:17.815000,0 days 00:00:37.391000,0 days 01:11:40.463000,0 days 01:11:58.278000,0 days 01:12:35.669000,268.0,303.0,296.0,288.0,True,MEDIUM,7.0,True,Alpine,0 days 01:11:10.534000,2026-03-08 04:12:17.157,1,9.0,False,,False,True,85.079,430.61400000000003,0.0
0 days 01:14:00.577000,GAS,10,0 days 00:01:24.964000,8.0,1.0,,,0 days 00:00:29.969000,0 days 00:00:17.697000,0 days 00:00:37.298000,0 days 01:13:05.638000,0 days 01:13:23.335000,0 days 01:14:00.633000,264.0,308.0,303.0,293.0,True,MEDIUM,8.0,True,Alpine,0 days 01:12:35.613000,2026-03-08 04:13:42.236,1,9.0,False,,False,True,84.964,515.578,0.0
0 days 01:15:26.018000,GAS,10,0 days 00:01:25.441000,9.0,1.0,,,0 days 00:00:30.052000,0 days 00:00:17.651000,0 days 00:00:37.738000,0 days 01:14:30.685000,0 days 01:14:48.336000,0 days 01:15:26.074000,260.0,318.0,297.0,300.0,False,MEDIUM,9.0,True,Alpine,0 days 01:14:00.577000,2026-03-08 04:15:07.200,1,9.0,False,,False,True,85.441,601.019,0.0
0 days 01:16:52.687000,GAS,10,0 days 00:01:26.669000,10.0,1.0,,,0 days 00:00:30.475000,0 days 00:00:17.800000,0 days 00:00:38.394000,0 days 01:15:56.549000,0 days 01:16:14.349000,0 days 01:16:52.743000,258.0,312.0,299.0,292.0,False,MEDIUM,10.0,True,Alpine,0 days 01:15:26.018000,2026-03-08 04:16:32.641,1,10.0,False,,False,True,86.669,687.688,0.0
0 days 01:23:52.962000,GAS,10,0 days 00:01:25.748000,14.0,2.0,,,0 days 00:00:30.752000,0 days 00:00:17.982000,0 days 00:00:37.014000,0 days 01:22:58.022000,0 days 01:23:16.004000,0 days 01:23:53.018000,252.0,306.0,293.0,277.0,False,HARD,3.0,True,Alpine,0 days 01:22:27.214000,2026-03-08 04:23:33.837,1,11.0,False,,False,True,85.748,773.436,77.94900000000007
0 days 01:25:17.785000,GAS,10,0 days 00:01:24.823000,15.0,2.0,,,0 days 00:00:29.928000,0 days 00:00:17.954000,0 days 00:00:36.941000,0 days 01:24:22.946000,0 days 01:24:40.900000,0 days 01:25:17.841000,251.0,308.0,298.0,288.0,True,HARD,4.0,True,Alpine,0 days 01:23:52.962000,2026-03-08 04:24:59.585,1,11.0,False,,False,True,84.823,858.259,77.17200000000003
0 days 01:26:42.475000,GAS,10,0 days 00:01:24.690000,16.0,2.0,,,0 days 00:00:29.817000,0 days 00:00:17.810000,0 days 00:00:37.063000,0 days 01:25:47.658000,0 days 01:26:05.468000,0 days 01:26:42.531000,262.0,310.0,300.0,290.0,True,HARD,5.0,True,Alpine,0 days 01:25:17.785000,2026-03-08 04:26:24.408,1,11.0,False,,False,True,84.69,942.949,75.95099999999991
0 days 01:28:07.678000,GAS,10,0 days 00:01:25.203000,17.0,2.0,,,0 days 00:00:29.868000,0 days 00:00:17.693000,0 days 00:00:37.642000,0 days 01:27:12.399000,0 days 01:27:30.092000,0 days 01:28:07.734000,253.0,318.0,297.0,297.0,False,HARD,6.0,True,Alpine,0 days 01:26:42.475000,2026-03-08 04:27:49.098,1,11.0,False,,False,True,85.203,1028.152,75.44600000000003
0 days 01:33:08.431000,GAS,10,0 days 00:01:26.578000,20.0,2.0,,,0 days 00:00:31.057000,0 days 00:00:17.719000,0 days 00:00:37.802000,0 days 01:32:12.966000,0 days 01:32:30.685000,0 days 01:33:08.487000,260.0,310.0,303.0,277.0,False,HARD,9.0,True,Alpine,0 days 01:31:41.853000,2026-03-08 04:32:48.476,1,11.0,False,,False,True,86.578,1114.73,76.69299999999998
0 days 01:34:34.109000,GAS,10,0 days 00:01:25.678000,21.0,2.0,,,0 days 00:00:30.591000,0 days 00:00:17.995000,0 days 00:00:37.092000,0 days 01:33:39.078000,0 days 01:33:57.073000,0 days 01:34:34.165000,267.0,307.0,289.0,259.0,False,HARD,10.0,True,Alpine,0 days 01:33:08.431000,2026-03-08 04:34:15.054,1,10.0,False,,False,True,85.678,1200.408,105.47299999999996
0 days 01:35:58.695000,GAS,10,0 days 00:01:24.586000,22.0,2.0,,,0 days 00:00:29.740000,0 days 00:00:17.913000,0 days 00:00:36.933000,0 days 01:35:03.905000,0 days 01:35:21.818000,0 days 01:35:58.751000,250.0,307.0,297.0,290.0,True,HARD,11.0,True,Alpine,0 days 01:34:34.109000,2026-03-08 04:35:40.732,1,10.0,False,,False,True,84.586,1284.994,107.19699999999989
